Date,Open,High,Low,Close,Volume
2-Jan-15,78.58,78.93,77.70,78.45,18177475
31-Dec-14,79.54,79.80,77.86,78.02,20040439
30-Dec-14,79.85,80.59,79.10,79.22,14370763
29-Dec-14,80.49,80.96,79.71,80.02,14134666
26-Dec-14,81.02,81.28,80.51,80.78,10647388
24-Dec-14,81.03,81.43,80.75,80.77,7685481
23-Dec-14,82.02,82.17,80.40,80.61,19865820
22-Dec-14,80.08,81.89,80.00,81.45,31395770
19-Dec-14,78.75,80.00,78.33,79.88,43334992
18-Dec-14,76.89,78.40,76.51,78.40,34222081
17-Dec-14,75.01,76.41,74.90,76.11,29203904
16-Dec-14,76.19,77.39,74.59,74.69,31554593
15-Dec-14,78.46,78.58,76.56,76.99,29396532
12-Dec-14,77.16,78.88,77.02,77.83,28091617
11-Dec-14,76.52,78.52,76.48,77.73,33492661
10-Dec-14,76.65,77.55,76.07,76.18,32210532
9-Dec-14,75.20,76.93,74.78,76.84,25358584
8-Dec-14,76.18,77.25,75.40,76.52,25733853
5-Dec-14,75.80,76.76,75.36,76.36,24306446
4-Dec-14,74.83,75.55,74.66,75.24,14390520
3-Dec-14,75.38,75.73,74.40,74.88,16689857
2-Dec-14,75.33,75.91,75.04,75.46,16773884
1-Dec-14,77.26,77.31,74.80,75.10,31789866
28-Nov-14,77.67,78.27,77.23,77.70,15992035
26-Nov-14,75.53,77.78,75.51,77.62,32721585
25-Nov-14,74.21,75.74,74.13,75.63,32250205
24-Nov-14,73.54,74.35,73.35,74.01,22103831
21-Nov-14,74.50,74.50,73.50,73.75,23060382
20-Nov-14,72.80,73.99,72.51,73.60,19154862
19-Nov-14,74.01,74.54,73.11,73.33,25441163
18-Nov-14,74.45,74.80,73.90,74.34,20696643
17-Nov-14,74.88,75.66,73.88,74.24,28701191
14-Nov-14,74.27,74.93,74.04,74.88,19476878
13-Nov-14,74.74,75.24,73.64,74.25,26448451
12-Nov-14,74.28,75.14,73.54,74.72,26536609
11-Nov-14,74.95,74.98,74.03,74.61,18735123
10-Nov-14,75.36,75.48,74.61,75.00,21575126
7-Nov-14,75.39,75.86,75.02,75.60,20774381
6-Nov-14,74.89,75.60,74.31,75.26,21383194
5-Nov-14,76.51,76.80,74.42,74.83,35912588
4-Nov-14,74.23,75.77,73.65,75.76,39326471
3-Nov-14,75.47,75.52,73.70,73.88,40727330
31-Oct-14,74.93,75.70,74.45,74.99,44544325
30-Oct-14,75.05,75.35,72.90,74.11,83269554
29-Oct-14,75.45,76.88,74.78,75.86,106119520
28-Oct-14,80.18,81.16,79.57,80.77,74211768
27-Oct-14,80.74,80.80,79.76,80.28,30168921
24-Oct-14,80.20,80.82,79.32,80.67,32247520
23-Oct-14,79.38,80.63,79.01,80.04,35055800
22-Oct-14,78.82,79.85,78.01,78.37,41862393
21-Oct-14,77.56,78.74,77.15,78.69,32252403
20-Oct-14,75.60,77.09,75.38,76.95,34701260
17-Oct-14,74.23,76.00,73.75,75.95,76341638
16-Oct-14,70.79,73.35,70.58,72.63,53529459
15-Oct-14,71.69,73.80,70.32,73.21,61528317
14-Oct-14,74.00,74.18,72.05,73.59,50299288
13-Oct-14,73.23,74.78,72.52,72.99,43937638
10-Oct-14,75.59,76.50,72.76,72.91,52146162
9-Oct-14,77.28,77.76,75.85,75.91,32487174
8-Oct-14,76.18,77.71,75.10,77.52,32975514
7-Oct-14,77.05,77.95,76.24,76.29,25317488
6-Oct-14,77.19,77.89,76.85,77.56,25729191
3-Oct-14,77.76,78.06,77.26,77.44,23340173
2-Oct-14,76.57,77.48,75.64,77.08,36487612
1-Oct-14,78.78,78.82,75.90,76.55,55090157
30-Sep-14,79.35,79.71,78.60,79.04,35899444
29-Sep-14,78.12,79.20,77.91,79.00,34030635
26-Sep-14,77.59,78.84,77.33,78.79,28872012
25-Sep-14,78.60,78.94,77.13,77.22,37532580
24-Sep-14,78.10,78.62,77.51,78.54,30679642
23-Sep-14,76.33,78.63,76.04,78.29,36814111
22-Sep-14,77.00,77.53,75.95,76.80,31961015
19-Sep-14,77.40,78.30,76.44,77.91,76671330
18-Sep-14,76.77,77.33,76.52,77.00,23030936
17-Sep-14,75.96,77.25,75.57,76.43,28693348
16-Sep-14,73.52,76.23,73.07,76.08,37742482
15-Sep-14,77.15,77.25,73.43,74.58,49679130
12-Sep-14,78.02,78.30,77.10,77.48,26744356
11-Sep-14,77.13,78.36,77.05,77.92,32247724
10-Sep-14,76.52,77.95,76.51,77.43,29908606
9-Sep-14,77.59,78.17,76.20,76.67,28881803
8-Sep-14,77.26,78.17,77.01,77.89,28183156
5-Sep-14,76.10,77.38,75.60,77.26,29475854
4-Sep-14,75.89,76.93,75.53,75.95,26676444
3-Sep-14,77.14,77.48,75.60,75.83,32389102
2-Sep-14,75.01,76.70,74.82,76.68,34979438
29-Aug-14,74.30,74.82,74.01,74.82,26241162
28-Aug-14,74.00,74.43,73.73,73.86,21946738
27-Aug-14,75.27,75.49,74.46,74.63,36323060
26-Aug-14,75.00,75.99,74.73,75.96,23992668
25-Aug-14,74.94,75.28,74.79,75.02,19734103
22-Aug-14,74.34,74.73,73.57,74.57,20897393
21-Aug-14,74.92,75.19,74.41,74.57,20101979
20-Aug-14,74.97,75.18,74.62,74.81,22916678
19-Aug-14,74.81,75.58,74.77,75.29,26678640
18-Aug-14,74.00,74.72,73.96,74.59,23973658
15-Aug-14,74.32,74.65,73.00,73.63,38909161
14-Aug-14,73.97,74.38,73.69,74.30,22207019
13-Aug-14,73.12,74.25,73.05,73.77,29265662
12-Aug-14,73.09,73.33,72.22,72.83,27418983
11-Aug-14,73.46,73.91,73.06,73.44,24591177
8-Aug-14,73.40,73.43,72.56,73.06,27202325
7-Aug-14,73.00,74.00,72.70,73.17,38140550
6-Aug-14,72.02,73.72,71.79,72.47,30985533
5-Aug-14,73.51,73.59,72.18,72.69,34986147
4-Aug-14,72.36,73.88,72.36,73.51,30776819
1-Aug-14,72.22,73.22,71.55,72.36,43535314
31-Jul-14,74.00,74.16,72.44,72.65,43991772
30-Jul-14,74.21,75.19,74.13,74.68,36853018
29-Jul-14,74.72,74.92,73.42,73.71,41324470
28-Jul-14,75.17,75.50,73.85,74.92,41725249
25-Jul-14,74.99,75.67,74.66,75.19,45917435
24-Jul-14,75.96,76.74,74.51,74.98,124167936
23-Jul-14,69.74,71.33,69.61,71.29,78434716
22-Jul-14,69.76,69.77,68.61,69.27,40397693
21-Jul-14,68.81,69.96,68.50,69.40,49539121
18-Jul-14,66.80,68.46,66.16,68.42,42455649
17-Jul-14,67.03,67.85,66.04,66.41,38188432
16-Jul-14,67.54,67.94,67.07,67.66,29593589
15-Jul-14,67.96,68.09,66.26,67.16,44292944
14-Jul-14,67.13,68.17,66.90,67.90,38536924
11-Jul-14,65.28,66.59,64.79,66.34,39212022
10-Jul-14,63.31,65.34,63.05,64.87,44421915
9-Jul-14,63.41,65.12,63.15,64.97,51431582
8-Jul-14,65.06,65.56,62.21,62.76,68926036
7-Jul-14,66.30,66.57,65.12,65.29,28745099
3-Jul-14,66.86,67.00,65.76,66.29,25203215
2-Jul-14,68.04,68.30,65.79,66.45,41895220
1-Jul-14,67.58,68.44,67.39,68.06,33243166
30-Jun-14,67.46,67.92,67.13,67.29,27201749
27-Jun-14,67.31,67.70,66.84,67.60,46460627
26-Jun-14,68.00,68.00,66.90,67.13,47713944
25-Jun-14,65.58,67.48,65.57,67.44,44308249
24-Jun-14,65.36,67.17,65.27,65.72,57334867
23-Jun-14,64.32,65.66,64.22,65.37,34560121
20-Jun-14,64.46,64.81,63.35,64.50,46466073
19-Jun-14,65.46,65.58,64.21,64.34,34245182
18-Jun-14,64.49,65.75,64.05,65.60,35570154
17-Jun-14,64.10,64.88,63.93,64.40,27714816
16-Jun-14,64.16,64.88,63.75,64.19,31045811
13-Jun-14,64.70,64.97,63.83,64.50,29418910
12-Jun-14,65.85,66.47,64.06,64.29,55729828
11-Jun-14,65.32,65.80,64.90,65.78,44241926
10-Jun-14,63.53,65.82,63.50,65.77,69338140
9-Jun-14,62.40,63.34,61.79,62.88,37617413
6-Jun-14,63.37,63.48,62.15,62.50,42442096
5-Jun-14,63.66,64.36,62.82,63.19,47352368
4-Jun-14,62.45,63.59,62.07,63.34,36513991
3-Jun-14,62.62,63.42,62.32,62.87,32216707
2-Jun-14,63.23,63.59,62.05,63.08,35995537
30-May-14,63.95,64.17,62.56,63.30,45283577
29-May-14,63.84,64.30,63.51,63.83,42699670
28-May-14,63.39,64.14,62.62,63.51,47795088
27-May-14,61.62,63.51,61.57,63.48,55681663
23-May-14,60.41,61.45,60.15,61.35,38293993
22-May-14,60.94,61.48,60.40,60.52,54200116
21-May-14,58.56,60.50,58.25,60.49,58991505
20-May-14,59.50,60.19,58.18,58.56,53931469
19-May-14,57.89,59.56,57.57,59.21,43033925
16-May-14,58.31,58.45,57.31,58.02,47933075
15-May-14,59.26,59.38,57.52,57.92,56813940
14-May-14,59.53,60.45,58.95,59.23,47428583
13-May-14,59.66,60.89,59.51,59.83,48525476
12-May-14,57.98,59.90,57.98,59.83,48575487
9-May-14,56.85,57.65,56.38,57.24,52583858
8-May-14,57.23,58.82,56.50,56.76,61251053
7-May-14,58.77,59.30,56.26,57.39,78587247
6-May-14,60.98,61.15,58.49,58.53,55900809
5-May-14,59.67,61.35,59.18,61.22,46057411
2-May-14,61.30,61.89,60.18,60.46,54189197
1-May-14,60.43,62.28,60.21,61.15,82428606
30-Apr-14,57.58,59.85,57.16,59.78,76093004
29-Apr-14,56.09,58.28,55.84,58.15,75557202
28-Apr-14,58.05,58.31,54.66,56.14,107757756
25-Apr-14,59.97,60.01,57.57,57.71,92501529
24-Apr-14,63.60,63.65,59.77,60.87,138769345
23-Apr-14,63.45,63.48,61.26,61.36,96564750
22-Apr-14,62.65,63.44,62.22,63.03,60631312
21-Apr-14,59.46,61.24,59.15,61.24,60363619
17-Apr-14,59.30,60.58,58.72,58.94,88040346
16-Apr-14,59.79,60.19,57.74,59.72,78773521
15-Apr-14,59.29,59.68,55.88,59.09,108622706
14-Apr-14,60.09,60.45,57.78,58.89,72324603
11-Apr-14,57.60,60.31,57.31,58.53,91451960
10-Apr-14,63.08,63.18,58.68,59.16,114987616
9-Apr-14,59.63,62.46,59.19,62.41,100215307
8-Apr-14,57.68,58.71,57.17,58.19,78835935
7-Apr-14,55.90,58.00,55.44,56.95,108487569
4-Apr-14,59.94,60.20,56.32,56.75,125465774
3-Apr-14,62.55,63.17,59.13,59.49,83859330
2-Apr-14,63.21,63.91,62.21,62.72,66276613
1-Apr-14,60.46,62.66,60.24,62.62,59291210
31-Mar-14,60.78,61.52,59.87,60.24,53011205
28-Mar-14,61.34,61.95,59.34,60.01,67051528
27-Mar-14,60.51,61.90,57.98,60.97,112649694
26-Mar-14,64.74,64.95,60.37,60.38,97689774
25-Mar-14,64.89,66.19,63.78,64.89,68785500
24-Mar-14,67.19,67.36,63.36,64.10,85695872
21-Mar-14,67.53,67.92,66.18,67.24,60041228
20-Mar-14,68.01,68.23,66.82,66.97,44438500
19-Mar-14,69.17,69.29,67.46,68.24,43980558
18-Mar-14,68.76,69.60,68.30,69.19,40827226
17-Mar-14,68.18,68.95,66.62,68.74,52196699
14-Mar-14,68.49,69.43,67.46,67.72,48226824
13-Mar-14,71.29,71.35,68.15,68.83,57091157
12-Mar-14,69.86,71.35,69.00,70.88,46400431
11-Mar-14,72.50,72.59,69.96,70.10,59615238
10-Mar-14,70.77,72.15,70.51,72.03,59949746
7-Mar-14,71.08,71.18,69.47,69.80,38985763
6-Mar-14,71.88,71.89,70.25,70.84,46126260
5-Mar-14,69.69,71.97,69.62,71.57,74649486
4-Mar-14,68.66,68.90,67.62,68.80,42164222
3-Mar-14,66.96,68.05,66.51,67.41,56900444
28-Feb-14,69.47,69.88,67.38,68.46,66900863
27-Feb-14,69.34,70.01,68.87,68.94,41695855
26-Feb-14,70.19,71.22,68.85,69.26,55400399
25-Feb-14,70.95,71.00,69.45,69.85,52189031
24-Feb-14,68.74,71.44,68.54,70.78,76951946
21-Feb-14,69.69,69.96,68.45,68.59,70991892
20-Feb-14,67.73,70.11,65.73,69.63,131043748
19-Feb-14,67.05,69.08,67.00,68.06,64258631
18-Feb-14,66.94,67.54,66.07,67.30,43862297
14-Feb-14,67.50,67.58,66.72,67.09,36786427
13-Feb-14,64.18,67.33,64.05,67.33,62013396
12-Feb-14,64.92,65.06,64.05,64.45,47409857
11-Feb-14,63.75,65.00,63.35,64.85,45746832
10-Feb-14,64.30,64.49,63.47,63.55,43736562
7-Feb-14,62.27,64.57,62.22,64.32,60835746
6-Feb-14,61.46,62.78,61.46,62.16,42153754
5-Feb-14,62.74,63.16,61.27,62.19,53032420
4-Feb-14,62.05,63.14,61.82,62.75,46064897
3-Feb-14,63.03,63.77,60.70,61.48,75105994
31-Jan-14,60.47,63.37,60.17,62.57,87930298
30-Jan-14,62.12,62.50,60.46,61.08,150438699
29-Jan-14,54.61,54.95,53.19,53.53,98089932
28-Jan-14,54.02,55.28,54.00,55.14,48364998
27-Jan-14,54.73,54.94,51.85,53.55,74142331
24-Jan-14,56.15,56.42,54.40,54.45,55545338
23-Jan-14,56.37,56.68,55.69,56.63,47996403
22-Jan-14,58.85,59.31,57.10,57.51,61495880
21-Jan-14,56.60,58.58,56.50,58.51,48734147
17-Jan-14,57.30,57.82,56.07,56.30,40883205
16-Jan-14,57.26,58.02,56.83,57.19,34599775
15-Jan-14,57.98,58.57,57.27,57.60,33730619
14-Jan-14,56.46,57.78,56.10,57.74,37590987
13-Jan-14,57.91,58.25,55.38,55.91,63106519
10-Jan-14,57.13,58.30,57.06,57.94,42529258
9-Jan-14,58.65,58.96,56.65,57.22,92349222
8-Jan-14,57.60,58.41,57.23,58.23,56800776
7-Jan-14,57.70,58.55,57.22,57.92,77329009
6-Jan-14,54.42,57.26,54.05,57.20,68974359
3-Jan-14,55.02,55.65,54.53,54.56,38287706
2-Jan-14,54.83,55.22,54.19,54.71,43257622
31-Dec-13,54.12,54.86,53.91,54.65,43152127
30-Dec-13,54.93,55.18,53.43,53.71,68307317
27-Dec-13,57.48,57.68,55.25,55.44,60465751
26-Dec-13,58.32,58.38,57.37,57.73,55101367
24-Dec-13,58.27,58.58,56.91,57.96,46617754
23-Dec-13,55.50,58.32,55.45,57.77,98296983
20-Dec-13,54.91,55.15,54.23,55.12,239823912
19-Dec-13,54.34,55.19,53.95,55.05,89825393
18-Dec-13,55.57,55.89,53.75,55.57,76003479
17-Dec-13,54.75,55.18,54.24,54.86,78751463
16-Dec-13,53.27,54.50,52.91,53.81,85118518
13-Dec-13,51.61,53.50,51.34,53.32,82640992
12-Dec-13,51.03,52.07,50.66,51.83,92723034
